Item_Id,Item_Description,Unit_Indicator,Decimal_Indicator,US_Total,Source1,Source11
AGE560209D,Resident population 45 to 49 years (July 1 - estimate) 2009,ABS,0,22831092,CENSUSPOPEST,
AGE570180D,Resident population 45 to 54 years (complete count) 1980,ABS,0,22799787,CENSUS-1980,
AGE570190D,Resident population 45 to 54 years (complete count) 1990,ABS,0,25223086,CENSUS-1990,
AGE570200D,Resident population 45 to 54 years (April 1 - complete count) 2000,ABS,0,37677952,CENSUS-2000,
AGE570210D,Resident population 45 to 54 years (April 1 - complete count) 2010,ABS,0,45006716,CENSUS-2010,
AGE580210D,Resident population 45 to 64 years (April 1 - complete count) 2010,ABS,0,81489445,CENSUS-2010,
AGE610190D,Resident population 50 to 54 years (complete count) 1990,ABS,0,11350513,CENSUS-1990,
AGE610200D,Resident population 50 to 54 years (April 1 - complete count) 2000,ABS,0,17585548,CENSUSPOPEST,
AGE610210D,Resident population 50 to 54 years (April 1 - complete count) 2010,ABS,0,22298125,CENSUS-2010,
AGE620200D,Resident population 50 to 54 years (April 1 - estimates base) 2000,ABS,0,17585824,CENSUSPOPEST,
AGE630200D,Resident population 50 to 54 years (July 1 - estimate) 2000,ABS,0,17771063,CENSUSPOPEST,
AGE630201D,Resident population 50 to 54 years (July 1 - estimate) 2001,ABS,0,18649138,CENSUSPOPEST,
AGE630202D,Resident population 50 to 54 years (July 1 - estimate) 2002,ABS,0,18672546,CENSUSPOPEST,
AGE630203D,Resident population 50 to 54 years (July 1 - estimate) 2003,ABS,0,19003596,CENSUSPOPEST,
AGE630204D,Resident population 50 to 54 years (July 1 - estimate) 2004,ABS,0,19447077,CENSUSPOPEST,
AGE630205D,Resident population 50 to 54 years (July 1 - estimate) 2005,ABS,0,19940053,CENSUSPOPEST,
AGE630206D,Resident population 50 to 54 years (July 1 - estimate) 2006,ABS,0,20407184,CENSUSPOPEST,
AGE630207D,Resident population 50 to 54 years (July 1 - estimate) 2007,ABS,0,20962479,CENSUSPOPEST,
AGE630208D,Resident population 50 to 54 years (July 1 - estimate) 2008,ABS,0,21431624,CENSUSPOPEST,
AGE630209D,Resident population 50 to 54 years (July 1 - estimate) 2009,ABS,0,21761391,CENSUSPOPEST,
AGE640180D,Resident population 55 to 59 years (complete count) 1980,ABS,0,11615254,CENSUS-1980,
AGE640190D,Resident population 55 to 59 years (complete count) 1990,ABS,0,10531756,CENSUS-1990,
AGE640200D,Resident population 55 to 59 years (April 1 - complete count) 2000,ABS,0,13469237,CENSUSPOPEST,
AGE640210D,Resident population 55 to 59 years (April 1 - complete count) 2010,ABS,0,19664805,CENSUS-2010,
AGE650200D,Resident population 55 to 59 years (April 1 - estimates base) 2000,ABS,0,13469425,CENSUSPOPEST,
AGE660200D,Resident population 55 to 59 years (July 1 - estimate) 2000,ABS,0,13557639,CENSUSPOPEST,
AGE660201D,Resident population 55 to 59 years (July 1 - estimate) 2001,ABS,0,13930119,CENSUSPOPEST,
AGE660202D,Resident population 55 to 59 years (July 1 - estimate) 2002,ABS,0,15072747,CENSUSPOPEST,
AGE660203D,Resident population 55 to 59 years (July 1 - estimate) 2003,ABS,0,15705726,CENSUSPOPEST,
AGE660204D,Resident population 55 to 59 years (July 1 - estimate) 2004,ABS,0,16460319,CENSUSPOPEST,
AGE660205D,Resident population 55 to 59 years (July 1 - estimate) 2005,ABS,0,17315011,CENSUSPOPEST,
AGE660206D,Resident population 55 to 59 years (July 1 - estimate) 2006,ABS,0,18169581,CENSUSPOPEST,
AGE660207D,Resident population 55 to 59 years (July 1 - estimate) 2007,ABS,0,18208990,CENSUSPOPEST,
AGE660208D,Resident population 55 to 59 years (July 1 - estimate) 2008,ABS,0,18541377,CENSUSPOPEST,
AGE660209D,Resident population 55 to 59 years (July 1 - estimate) 2009,ABS,0,18975026,CENSUSPOPEST,
AGE670180D,Resident population 60 to 64 years (complete count) 1980,ABS,0,10087621,CENSUS-1980,
AGE670190D,Resident population 60 to 64 years (complete count) 1990,ABS,0,10616167,CENSUS-1990,
AGE670200D,Resident population 60 to 64 years (April 1 - complete count) 2000,ABS,0,10805447,CENSUSPOPEST,
AGE670210D,Resident population 60 to 64 years (April 1 - complete count) 2010,ABS,0,16817924,CENSUS-2010,
AGE680200D,Resident population 60 to 64 years (April 1 - estimates base) 2000,ABS,0,10805577,CENSUSPOPEST,
AGE690200D,Resident population 60 to 64 years (July 1 - estimate) 2000,ABS,0,10855482,CENSUSPOPEST,
AGE690201D,Resident population 60 to 64 years (July 1 - estimate) 2001,ABS,0,11101203,CENSUSPOPEST,
AGE690202D,Resident population 60 to 64 years (July 1 - estimate) 2002,ABS,0,11495063,CENSUSPOPEST,
AGE690203D,Resident population 60 to 64 years (July 1 - estimate) 2003,ABS,0,12100204,CENSUSPOPEST,
AGE690204D,Resident population 60 to 64 years (July 1 - estimate) 2004,ABS,0,12572543,CENSUSPOPEST,
AGE690205D,Resident population 60 to 64 years (July 1 - estimate) 2005,ABS,0,12980960,CENSUSPOPEST,
AGE690206D,Resident population 60 to 64 years (July 1 - estimate) 2006,ABS,0,13339984,CENSUSPOPEST,
AGE690207D,Resident population 60 to 64 years (July 1 - estimate) 2007,ABS,0,14458648,CENSUSPOPEST,
AGE690208D,Resident population 60 to 64 years (July 1 - estimate) 2008,ABS,0,15081608,CENSUSPOPEST,
AGE690209D,Resident population 60 to 64 years (July 1 - estimate) 2009,ABS,0,15811923,CENSUSPOPEST,
AGE710190D,Resident population 65 to 69 years (complete count) 1990,ABS,0,10111735,CENSUS-1990,
AGE710200D,Resident population 65 to 69 years (April 1 - complete count) 2000,ABS,0,9533545,CENSUSPOPEST,
AGE710210D,Resident population 65 to 69 years (April 1 - complete count) 2010,ABS,0,12435263,CENSUS-2010,
AGE720200D,Resident population 65 to 69 years (April 1 - estimates base) 2000,ABS,0,9533651,CENSUSPOPEST,
AGE730200D,Resident population 65 to 69 years (July 1 - estimate) 2000,ABS,0,9516477,CENSUSPOPEST,
AGE730201D,Resident population 65 to 69 years (July 1 - estimate) 2001,ABS,0,9528472,CENSUSPOPEST,
AGE730202D,Resident population 65 to 69 years (July 1 - estimate) 2002,ABS,0,9576062,CENSUSPOPEST,
AGE730203D,Resident population 65 to 69 years (July 1 - estimate) 2003,ABS,0,9736192,CENSUSPOPEST,
AGE730204D,Resident population 65 to 69 years (July 1 - estimate) 2004,ABS,0,9945182,CENSUSPOPEST,
AGE730205D,Resident population 65 to 69 years (July 1 - estimate) 2005,ABS,0,10116613,CENSUSPOPEST,
AGE730206D,Resident population 65 to 69 years (July 1 - estimate) 2006,ABS,0,10358555,CENSUSPOPEST,
AGE730207D,Resident population 65 to 69 years (July 1 - estimate) 2007,ABS,0,10746312,CENSUSPOPEST,
AGE730208D,Resident population 65 to 69 years (July 1 - estimate) 2008,ABS,0,11332535,CENSUSPOPEST,
AGE730209D,Resident population 65 to 69 years (July 1 - estimate) 2009,ABS,0,11784320,CENSUSPOPEST,
AGE750190D,Resident population 65 to 74 years (complete count) 1990,ABS,0,18106558,CENSUS-1990,
AGE750200D,Resident population 65 to 74 years (April 1 - complete count) 2000,ABS,0,18390986,CENSUS-2000,
AGE750210D,Resident population 65 to 74 years (April 1 - complete count) 2010,ABS,0,21713429,CENSUS-2010,
AGE760180D,Resident population 65 years and over (complete count) 1980,ABS,0,25549427,CENSUS-1980,
AGE760190D,Resident population 65 years and over (complete count) 1990,ABS,0,31241831,CENSUS-1990,
AGE760200D,Resident population 65 years and over (April 1 - complete count) 2000,ABS,0,34991753,CENSUS-2000,
AGE760210D,Resident population 65 years and over (April 1 - complete count) 2010,ABS,0,40267984,CENSUS-2010,
AGE765210D,"Resident population 65 years and over, percent (April 1 - complete count) 2010",PCT,1,13,CENSUS-2010,
AGE770200D,Resident population 65 years and over (July 1 - estimate) 2000,ABS,0,35073704,CENSUSPOPEST,
AGE770201D,Resident population 65 years and over (July 1 - estimate) 2001,ABS,0,35320452,CENSUSPOPEST,
AGE770202D,Resident population 65 years and over (July 1 - estimate) 2002,ABS,0,35570891,CENSUSPOPEST,
AGE770203D,Resident population 65 years and over (July 1 - estimate) 2003,ABS,0,35922907,CENSUSPOPEST,
AGE770204D,Resident population 65 years and over (July 1 - estimate) 2004,ABS,0,36263494,CENSUSPOPEST,
AGE770205D,Resident population 65 years and over (July 1 - estimate) 2005,ABS,0,36703697,CENSUSPOPEST,
AGE770206D,Resident population 65 years and over (July 1 - estimate) 2006,ABS,0,37205916,CENSUSPOPEST,
AGE770207D,Resident population 65 years and over (July 1 - estimate) 2007,ABS,0,37867145,CENSUSPOPEST,
AGE770208D,Resident population 65 years and over (July 1 - estimate) 2008,ABS,0,38799891,CENSUSPOPEST,
AGE770209D,Resident population 65 years and over (July 1 - estimate) 2009,ABS,0,39570590,CENSUSPOPEST,
AGE775200D,"Resident population 65 years and over, percent (July 1 - estimate) 2000",PCT,1,12.4,CENSUSPOPEST,
AGE775201D,"Resident population 65 years and over, percent (July 1 - estimate) 2001",PCT,1,12.4,CENSUSPOPEST,
AGE775202D,"Resident population 65 years and over, percent (July 1 - estimate) 2002",PCT,1,12.4,CENSUSPOPEST,
AGE775203D,"Resident population 65 years and over, percent (July 1 - estimate) 2003",PCT,1,12.4,CENSUSPOPEST,
AGE775204D,"Resident population 65 years and over, percent (July 1 - estimate) 2004",PCT,1,12.4,CENSUSPOPEST,
AGE775205D,"Resident population 65 years and over, percent (July 1 - estimate) 2005",PCT,1,12.4,CENSUSPOPEST,
AGE775206D,"Resident population 65 years and over, percent (July 1 - estimate) 2006",PCT,1,12.5,CENSUSPOPEST,
AGE775207D,"Resident population 65 years and over, percent (July 1 - estimate) 2007",PCT,1,12.6,CENSUSPOPEST,
AGE775208D,"Resident population 65 years and over, percent (July 1 - estimate) 2008",PCT,1,12.7,CENSUSPOPEST,
AGE775209D,"Resident population 65 years and over, percent (July 1 - estimate) 2009",PCT,1,12.9,CENSUSPOPEST,
AGE780190D,Resident population 70 to 74 years (complete count) 1990,ABS,0,7994823,CENSUS-1990,
AGE780200D,Resident population 70 to 74 years (April 1 - complete count) 2000,ABS,0,8857441,CENSUSPOPEST,
AGE780210D,Resident population 70 to 74 years (April 1 - complete count) 2010,ABS,0,9278166,CENSUS-2010,
AGE790200D,Resident population 70 to 74 years (April 1 - estimates base) 2000,ABS,0,8857533,CENSUSPOPEST,
AGE800200D,Resident population 70 to 74 years (July 1 - estimate) 2000,ABS,0,8858129,CENSUSPOPEST,
AGE800201D,Resident population 70 to 74 years (July 1 - estimate) 2001,ABS,0,8813908,CENSUSPOPEST,
AGE800202D,Resident population 70 to 74 years (July 1 - estimate) 2002,ABS,0,8734100,CENSUSPOPEST,
AGE800203D,Resident population 70 to 74 years (July 1 - estimate) 2003,ABS,0,8644599,CENSUSPOPEST,
AGE800204D,Resident population 70 to 74 years (July 1 - estimate) 2004,ABS,0,8556605,CENSUSPOPEST,
AGE800205D,Resident population 70 to 74 years (July 1 - estimate) 2005,ABS,0,8549024,CENSUSPOPEST,
AGE800206D,Resident population 70 to 74 years (July 1 - estimate) 2006,ABS,0,8577594,CENSUSPOPEST,
AGE800207D,Resident population 70 to 74 years (July 1 - estimate) 2007,ABS,0,8642992,CENSUSPOPEST,
AGE800208D,Resident population 70 to 74 years (July 1 - estimate) 2008,ABS,0,8806448,CENSUSPOPEST,
AGE800209D,Resident population 70 to 74 years (July 1 - estimate) 2009,ABS,0,9007747,CENSUSPOPEST,
AGE810190D,Resident population 75 to 79 years (complete count) 1990,ABS,0,6121369,CENSUS-1990,
AGE810200D,Resident population 75 to 79 years (April 1 - complete count) 2000,ABS,0,7415813,CENSUSPOPEST,
AGE810210D,Resident population 75 to 79 years (April 1 - complete count) 2010,ABS,0,7317795,CENSUS-2010,
AGE820200D,Resident population 75 to 79 years (April 1 - estimates base) 2000,ABS,0,7415910,CENSUSPOPEST,
AGE830200D,Resident population 75 to 79 years (July 1 - estimate) 2000,ABS,0,7440466,CENSUSPOPEST,
AGE830201D,Resident population 75 to 79 years (July 1 - estimate) 2001,ABS,0,7466478,CENSUSPOPEST,
AGE830202D,Resident population 75 to 79 years (July 1 - estimate) 2002,ABS,0,7489277,CENSUSPOPEST,
AGE830203D,Resident population 75 to 79 years (July 1 - estimate) 2003,ABS,0,7522925,CENSUSPOPEST,
AGE830204D,Resident population 75 to 79 years (July 1 - estimate) 2004,ABS,0,7491097,CENSUSPOPEST,
AGE830205D,Resident population 75 to 79 years (July 1 - estimate) 2005,ABS,0,7497441,CENSUSPOPEST,
AGE830206D,Resident population 75 to 79 years (July 1 - estimate) 2006,ABS,0,7481757,CENSUSPOPEST,
AGE830207D,Resident population 75 to 79 years (July 1 - estimate) 2007,ABS,0,7439268,CENSUSPOPEST,
AGE830208D,Resident population 75 to 79 years (July 1 - estimate) 2008,ABS,0,7385163,CENSUSPOPEST,
AGE830209D,Resident population 75 to 79 years (July 1 - estimate) 2009,ABS,0,7325528,CENSUSPOPEST,
AGE840190D,Resident population 75 to 84 years (complete count) 1990,ABS,0,10055108,CENSUS-1990,
AGE840200D,Resident population 75 to 84 years (April 1 - complete count) 2000,ABS,0,12361180,CENSUS-2000,
AGE840210D,Resident population 75 to 84 years (April 1 - complete count) 2010,ABS,0,13061122,CENSUS-2010,
AGE845210D,Resident population 75 years and over  (April 1 - complete count) 2010,ABS,0,18554555,CENSUS-2010,
AGE850190D,Resident population 80 to 84 years (complete count) 1990,ABS,0,3933739,CENSUS-1990,
AGE850200D,Resident population 80 to 84 years (April 1 - complete count) 2000,ABS,0,4945367,CENSUSPOPEST,
AGE850210D,Resident population 80 to 84 years (April 1 - complete count) 2010,ABS,0,5743327,CENSUS-2010,
AGE860200D,Resident population 80 to 84 years (April 1 - estimates base) 2000,ABS,0,4945426,CENSUSPOPEST,
AGE870200D,Resident population 80 to 84 years (July 1 - estimate) 2000,ABS,0,4988111,CENSUSPOPEST,
AGE870201D,Resident population 80 to 84 years (July 1 - estimate) 2001,ABS,0,5157203,CENSUSPOPEST,
AGE870202D,Resident population 80 to 84 years (July 1 - estimate) 2002,ABS,0,5327603,CENSUSPOPEST,
AGE870203D,Resident population 80 to 84 years (July 1 - estimate) 2003,ABS,0,5444903,CENSUSPOPEST,
AGE870204D,Resident population 80 to 84 years (July 1 - estimate) 2004,ABS,0,5586116,CENSUSPOPEST,
AGE870205D,Resident population 80 to 84 years (July 1 - estimate) 2005,ABS,0,5678718,CENSUSPOPEST,
AGE870206D,Resident population 80 to 84 years (July 1 - estimate) 2006,ABS,0,5724934,CENSUSPOPEST,
AGE870207D,Resident population 80 to 84 years (July 1 - estimate) 2007,ABS,0,5774217,CENSUSPOPEST,
AGE870208D,Resident population 80 to 84 years (July 1 - estimate) 2008,ABS,0,5825975,CENSUSPOPEST,
AGE870209D,Resident population 80 to 84 years (July 1 - estimate) 2009,ABS,0,5822334,CENSUSPOPEST,
AGE880190D,Resident population 85 years and over (complete count) 1990,ABS,0,3080165,CENSUS-1990,
AGE880200D,Resident population 85 years and over (April 1 - complete count) 2000,ABS,0,4239587,CENSUSPOPEST,
AGE880210D,Resident population 85 years and over (April 1 - complete count) 2010,ABS,0,5493433,CENSUS-2010,
AGE890200D,Resident population 85 years and over (April 1 - estimates base) 2000,ABS,0,4239674,CENSUSPOPEST,
AGE900200D,Resident population 85 years and over (July 1 - estimate) 2000,ABS,0,4270521,CENSUSPOPEST,
AGE900201D,Resident population 85 years and over (July 1 - estimate) 2001,ABS,0,4354391,CENSUSPOPEST,
AGE900202D,Resident population 85 years and over (July 1 - estimate) 2002,ABS,0,4443849,CENSUSPOPEST,
AGE900203D,Resident population 85 years and over (July 1 - estimate) 2003,ABS,0,4574288,CENSUSPOPEST,
AGE900204D,Resident population 85 years and over (July 1 - estimate) 2004,ABS,0,4684494,CENSUSPOPEST,
AGE900205D,Resident population 85 years and over (July 1 - estimate) 2005,ABS,0,4861901,CENSUSPOPEST,
AGE900206D,Resident population 85 years and over (July 1 - estimate) 2006,ABS,0,5063076,CENSUSPOPEST,
AGE900207D,Resident population 85 years and over (July 1 - estimate) 2007,ABS,0,5264356,CENSUSPOPEST,
AGE900208D,Resident population 85 years and over (July 1 - estimate) 2008,ABS,0,5449770,CENSUSPOPEST,
AGE900209D,Resident population 85 years and over (July 1 - estimate) 2009,ABS,0,5630661,CENSUSPOPEST,
AGN020197D,Farms - number (NAICS) 1997 (not adjusted),ABS,0,1911859,USDA-NASS,
AGN020202D,Farms - number (NAICS) 2002 (adjusted),ABS,0,2128982,USDA-NASS,
AGN020207D,Farms - number (NAICS) 2007 (adjusted),ABS,0,2204792,USDA-NASS,
AGN025197D,Farms - number (NAICS) 1997 (adjusted),ABS,0,2215876,USDA-NASS,
AGN030197D,Individual or family farms - number (NAICS) 1997 (not adjusted),ABS,0,1643424,USDA-NASS,
AGN030202D,Individual or family farms - number (NAICS) 2002 (adjusted),ABS,0,1909598,USDA-NASS,
AGN030207D,Individual or family farms - number (NAICS) 2007 (adjusted),ABS,0,1906335,USDA-NASS,
AGN035197D,Individual or family farms - number (NAICS) 1997 (adjusted),ABS,0,1922590,USDA-NASS,
AGN050197D,Land in farms (NAICS) 1997 (acres) (not adjusted),ACR,0,931795255,USDA-NASS,
AGN050202D,Land in farms (NAICS) 2002 (acres) (adjusted),ACR,0,938279056,USDA-NASS,
AGN050207D,Land in farms (NAICS) 2007 (acres) (adjusted),ACR,0,922095840,USDA-NASS,
AGN055197D,Land in farms (NAICS) 1997 (acres) (adjusted),ACR,0,954752502,USDA-NASS,
AGN070197D,Average size of farm (NAICS) 1997 (acres) (not adjusted),ACR,0,487,USDA-NASS,
AGN070202D,Average size of farm (NAICS) 2002 (acres) (adjusted),ACR,0,441,USDA-NASS,
AGN070207D,Average size of farm (NAICS) 2007 (acres) (adjusted),ACR,0,418,USDA-NASS,
AGN075197D,Average size of farm (NAICS) 1997 (acres) (adjusted),ACR,0,431,USDA-NASS,
AGN100197D,Average value of land and buildings per farm (NAICS) 1997 (not adjusted),DOL,0,449748,USDA-NASS,
AGN100202D,Average value of land and buildings per farm (NAICS) 2002 (adjusted),DOL,0,537833,USDA-NASS,
AGN100207D,Average value of land and buildings per farm (NAICS) 2007 (adjusted),DOL,0,791138,USDA-NASS,
AGN105197D,Average value of land and buildings per farm (NAICS) 1997 (adjusted),DOL,0,416007,USDA-NASS,
AGN110197D,Average value of land and buildings per acre (NAICS) 1997 (not adjusted),DOL,0,933,USDA-NASS,
AGN110202D,Average value of land and buildings per acre (NAICS) 2002 (adjusted),DOL,0,1213,USDA-NASS,
AGN110207D,Average value of land and buildings per acre (NAICS) 2007 (adjusted),DOL,0,1892,USDA-NASS,
AGN115197D,Average value of land and buildings per acre (NAICS) 1997 (adjusted),DOL,0,967,USDA-NASS,
AGN140197D,Farms by size - under 10 acres (NAICS) 1997 (not adjusted),ABS,0,153515,USDA-NASS,
